CROP,YEAR,SEASON,STATE,AREA,PRODUCTION,ANNUAL_RAINFALL,FERTILIZER,PESTICIDE,YIELD,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Safflower,2010,Rabi       ,West Bengal,526,441,1096,87373.86,126.24,0.93875,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Sannhamp,2010,Kharif     ,West Bengal,714,2848,1096,118602.54,171.36,4.24,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Sesamum,2010,Autumn     ,West Bengal,1057,651,1096,175578.27,253.68,0.605454545,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Sesamum,2010,Summer     ,West Bengal,180426,167121,1096,29970562.86,43302.24,0.824375,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Sesamum,2010,Winter     ,West Bengal,1327,865,1096,220427.97,318.48,0.584,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Small millets,2010,Kharif     ,West Bengal,952,635,1096,158136.72,228.48,0.576666667,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Small millets,2010,Rabi       ,West Bengal,505,718,1096,83885.55,121.2,0.99,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Soyabean,2010,Kharif     ,West Bengal,529,316,1096,87872.19,126.96,0.65,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Sugarcane,2010,Whole Year ,West Bengal,15017,1134059,1096,2494473.87,3604.08,75.264,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Sunflower,2010,Kharif     ,West Bengal,6555,7358,1096,1088851.05,1573.2,1.182352941,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Tobacco,2010,Whole Year ,West Bengal,14311,21281,1096,2377200.21,3434.64,0.958,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Urad,2010,Kharif     ,West Bengal,45020,28462,1096,7478272.2,10804.8,0.471176471,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Urad,2010,Rabi       ,West Bengal,11865,10661,1096,1970895.15,2847.6,0.756666667,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Wheat,2010,Rabi       ,West Bengal,316808,874415,1096,52624976.88,76033.92,2.496666667,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.9,10.5,151.4,770.8,132.2
Arhar/Tur,2011,Rabi       ,West Bengal,1248,543,1686.5,209064.96,411.84,0.43,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Bajra,2011,Kharif     ,West Bengal,59,22,1686.5,9883.68,19.47,0.37,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Barley,2011,Rabi       ,West Bengal,2310,3339,1686.5,386971.2,762.3,1.488888889,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Castor seed,2011,Kharif     ,West Bengal,70,42,1686.5,11726.4,23.1,0.6,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Coconut ,2011,Whole Year ,West Bengal,29133,367500000,1686.5,4880360.16,9613.89,12317.74,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Cotton(lint),2011,Kharif     ,West Bengal,143,431,1686.5,23955.36,47.19,2.93,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Gram,2011,Rabi       ,West Bengal,23270,24415,1686.5,3898190.4,7679.1,1.0175,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Groundnut,2011,Autumn     ,West Bengal,1471,1268,1686.5,246421.92,485.43,1.016,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Groundnut,2011,Rabi       ,West Bengal,7752,14402,1686.5,1298615.04,2558.16,1.7775,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Groundnut,2011,Summer     ,West Bengal,52965,134503,1686.5,8872696.8,17478.45,2.007272727,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Horse-gram,2011,Kharif     ,West Bengal,2046,984,1686.5,342745.92,675.18,0.525,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Jowar,2011,Kharif     ,West Bengal,23,6,1686.5,3852.96,7.59,0.26,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Jute,2011,Kharif     ,West Bengal,599027,8558607,1686.5,100349003,197678.91,15.07470588,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Khesari,2011,Rabi       ,West Bengal,25808,26651,1686.5,4323356.16,8516.64,0.977857143,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Linseed,2011,Rabi       ,West Bengal,4121,1478,1686.5,690349.92,1359.93,0.357142857,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Maize,2011,Autumn     ,West Bengal,34052,77279,1686.5,5704391.04,11237.16,2.037272727,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Maize,2011,Rabi       ,West Bengal,22614,107784,1686.5,3788297.28,7462.62,3.447272727,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Maize,2011,Summer     ,West Bengal,41172,179065,1686.5,6897133.44,13586.76,2.755555556,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Masoor,2011,Rabi       ,West Bengal,59299,41695,1686.5,9933768.48,19568.67,0.73625,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Mesta,2011,Kharif     ,West Bengal,5430,64429,1686.5,909633.6,1791.9,9.391111111,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Moong(Green Gram),2011,Kharif     ,West Bengal,806,577,1686.5,135021.12,265.98,0.66625,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Moong(Green Gram),2011,Rabi       ,West Bengal,1936,1289,1686.5,324318.72,638.88,0.7,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Moong(Green Gram),2011,Summer     ,West Bengal,17288,11084,1686.5,2896085.76,5705.04,0.801875,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Niger seed,2011,Kharif     ,West Bengal,3569,2408,1686.5,597878.88,1177.77,0.545,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Other  Rabi pulses,2011,Rabi       ,West Bengal,295,124,1686.5,49418.4,97.35,0.433333333,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Other Kharif pulses,2011,Kharif     ,West Bengal,573,247,1686.5,95988.96,189.09,0.4425,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Peas & beans (Pulses),2011,Rabi       ,West Bengal,12089,10939,1686.5,2025149.28,3989.37,0.876153846,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Potato,2011,Rabi       ,West Bengal,376751,9693330,1686.5,63113327.52,124327.83,26.11722222,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Potato,2011,Summer     ,West Bengal,2455,29706,1686.5,411261.6,810.15,12.1,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Ragi,2011,Autumn     ,West Bengal,8423,8242,1686.5,1411020.96,2779.59,0.708,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Rapeseed &Mustard,2011,Rabi       ,West Bengal,419473,380914,1686.5,70270116.96,138426.09,0.775555556,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Rice,2011,Autumn     ,West Bengal,212971,471282,1686.5,35676901.92,70280.43,2.072222222,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Rice,2011,Summer     ,West Bengal,1221076,3875100,1686.5,204554651.5,402955.08,3.035,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Rice,2011,Winter     ,West Bengal,3999653,10259384,1686.5,670021870.6,1319885.49,2.475555556,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Safflower,2011,Rabi       ,West Bengal,422,362,1686.5,70693.44,139.26,0.822857143,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Sannhamp,2011,Kharif     ,West Bengal,703,2625,1686.5,117766.56,231.99,3.87625,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Sesamum,2011,Autumn     ,West Bengal,944,538,1686.5,158138.88,311.52,0.563,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Sesamum,2011,Summer     ,West Bengal,180090,165983,1686.5,30168676.8,59429.7,0.814705882,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Sesamum,2011,Winter     ,West Bengal,1086,677,1686.5,181926.72,358.38,0.569,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Small millets,2011,Kharif     ,West Bengal,1020,678,1686.5,170870.4,336.6,0.51,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Small millets,2011,Rabi       ,West Bengal,500,716,1686.5,83760,165,1,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Soyabean,2011,Kharif     ,West Bengal,581,474,1686.5,97329.12,191.73,0.72,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Sugarcane,2011,Whole Year ,West Bengal,16077,1681444,1686.5,2693219.04,5305.41,107.9205882,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Sunflower,2011,Kharif     ,West Bengal,6812,7939,1686.5,1141146.24,2247.96,1.256875,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Tobacco,2011,Whole Year ,West Bengal,17464,26917,1686.5,2925569.28,5763.12,1.205,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Urad,2011,Kharif     ,West Bengal,44606,27191,1686.5,7472397.12,14719.98,0.464117647,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Urad,2011,Rabi       ,West Bengal,9158,7766,1686.5,1534148.16,3022.14,0.757777778,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Wheat,2011,Rabi       ,West Bengal,315659,872895,1686.5,52879195.68,104167.47,2.49,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.4,5.2,248.1,1393.5,39.6
Arhar/Tur,2012,Rabi       ,West Bengal,1434,2052,1566,216247.2,444.54,1.427272727,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Bajra,2012,Kharif     ,West Bengal,60,25,1566,9048,18.6,0.805,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Barley,2012,Rabi       ,West Bengal,2387,3536,1566,359959.6,739.97,1.47125,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Castor seed,2012,Kharif     ,West Bengal,72,43,1566,10857.6,22.32,0.6,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Coconut ,2012,Whole Year ,West Bengal,29200,369381000,1566,4403360,9052,12497.47056,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Cotton(lint),2012,Kharif     ,West Bengal,418,1556,1566,63034.4,129.58,2.82,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Gram,2012,Rabi       ,West Bengal,25135,29552,1566,3790358,7791.85,1.285833333,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Groundnut,2012,Autumn     ,West Bengal,1895,1719,1566,285766,587.45,1.03,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Groundnut,2012,Rabi       ,West Bengal,12483,23222,1566,1882436.4,3869.73,1.7,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Groundnut,2012,Summer     ,West Bengal,55054,127130,1566,8302143.2,17066.74,2.3825,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Horse-gram,2012,Kharif     ,West Bengal,1933,957,1566,291496.4,599.23,0.518,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Jowar,2012,Autumn     ,West Bengal,26,10,1566,3920.8,8.06,0.38,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Jute,2012,Kharif     ,West Bengal,576709,8228161,1566,86967717.2,178779.79,15.568125,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Khesari,2012,Rabi       ,West Bengal,28488,35325,1566,4295990.4,8831.28,1.235333333,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Linseed,2012,Rabi       ,West Bengal,3841,1344,1566,579222.8,1190.71,0.357142857,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Maize,2012,Autumn     ,West Bengal,40588,96769,1566,6120670.4,12582.28,2.358,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Maize,2012,Rabi       ,West Bengal,33709,157468,1566,5083317.2,10449.79,3.544166667,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Maize,2012,Summer     ,West Bengal,48715,207174,1566,7346222,15101.65,2.873888889,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Masoor,2012,Rabi       ,West Bengal,63982,61101,1566,9648485.6,19834.42,0.884375,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Mesta,2012,Kharif     ,West Bengal,6696,82671,1566,1009756.8,2075.76,11.67363636,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Moong(Green Gram),2012,Kharif     ,West Bengal,1244,955,1566,187595.2,385.64,0.68875,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Moong(Green Gram),2012,Rabi       ,West Bengal,1941,1513,1566,292702.8,601.71,0.701818182,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Moong(Green Gram),2012,Summer     ,West Bengal,20016,13314,1566,3018412.8,6204.96,0.89875,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Niger seed,2012,Kharif     ,West Bengal,3272,2259,1566,493417.6,1014.32,0.56,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Other  Rabi pulses,2012,Rabi       ,West Bengal,223,97,1566,33628.4,69.13,0.443333333,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Other Kharif pulses,2012,Kharif     ,West Bengal,434,184,1566,65447.2,134.54,0.445,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Peas & beans (Pulses),2012,Rabi       ,West Bengal,12381,13966,1566,1867054.8,3838.11,1.005384615,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Potato,2012,Rabi       ,West Bengal,386607,11591300,1566,58300335.6,119848.17,28.56444444,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Potato,2012,Summer     ,West Bengal,2446,29352,1566,368856.8,758.26,12,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Ragi,2012,Autumn     ,West Bengal,10095,11064,1566,1522326,3129.45,0.706,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Rapeseed &Mustard,2012,Rabi       ,West Bengal,446918,474832,1566,67395234.4,138544.58,0.965,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Rice,2012,Autumn     ,West Bengal,205082,471150,1566,30926365.6,63575.42,2.259444444,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Rice,2012,Summer     ,West Bengal,1228263,4065052,1566,185222060.4,380761.53,3.206111111,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Rice,2012,Winter     ,West Bengal,4010973,10410533,1566,604854728.4,1243401.63,2.53,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Safflower,2012,Rabi       ,West Bengal,487,425,1566,73439.6,150.97,0.841666667,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Sannhamp,2012,Kharif     ,West Bengal,763,3278,1566,115060.4,236.53,4.43125,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Sesamum,2012,Autumn     ,West Bengal,1172,716,1566,176737.6,363.32,0.596,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Sesamum,2012,Summer     ,West Bengal,194138,179045,1566,29276010.4,60182.78,0.845294118,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Sesamum,2012,Winter     ,West Bengal,1030,723,1566,155324,319.3,0.68125,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Small millets,2012,Autumn     ,West Bengal,1057,763,1566,159395.6,327.67,0.656666667,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Small millets,2012,Rabi       ,West Bengal,525,713,1566,79170,162.75,0.96,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Soyabean,2012,Kharif     ,West Bengal,543,439,1566,81884.4,168.33,0.7,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Sugarcane,2012,Whole Year ,West Bengal,16096,1617025,1566,2427276.8,4989.76,99.781875,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Sunflower,2012,Kharif     ,West Bengal,7345,9591,1566,1107626,2276.95,1.31,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Tobacco,2012,Whole Year ,West Bengal,12442,22051,1566,1876253.6,3857.02,1.1925,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Urad,2012,Kharif     ,West Bengal,50996,34295,1566,7690196.8,15808.76,0.51,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Urad,2012,Rabi       ,West Bengal,9251,7898,1566,1395050.8,2867.81,0.751111111,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Wheat,2012,Rabi       ,West Bengal,321572,895927,1566,48493057.6,99687.32,2.555,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
Arhar/Tur,2013,Rabi       ,West Bengal,1483,2124,1939.9,214278.67,400.41,1.383333333,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Bajra,2013,Kharif     ,West Bengal,144,42,1939.9,20806.56,38.88,0.33,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Barley,2013,Rabi       ,West Bengal,2361,3395,1939.9,341140.89,637.47,1.40125,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Castor seed,2013,Kharif     ,West Bengal,76,45,1939.9,10981.24,20.52,0.59,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Coconut ,2013,Whole Year ,West Bengal,29300,370900000,1939.9,4233557,7911,12507.61667,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Cotton(lint),2013,Kharif     ,West Bengal,364,1318,1939.9,52594.36,98.28,3.43,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Gram,2013,Rabi       ,West Bengal,24903,29268,1939.9,3598234.47,6723.81,1.124166667,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Groundnut,2013,Autumn     ,West Bengal,1903,1746,1939.9,274964.47,513.81,0.968888889,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Groundnut,2013,Rabi       ,West Bengal,11969,21546,1939.9,1729400.81,3231.63,1.690833333,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Groundnut,2013,Summer     ,West Bengal,55031,128321,1939.9,7951429.19,14858.37,2.4125,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Horse-gram,2013,Kharif     ,West Bengal,1931,981,1939.9,279010.19,521.37,0.564444444,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Jowar,2013,Kharif     ,West Bengal,25,7,1939.9,3612.25,6.75,0.28,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Jute,2013,Kharif     ,West Bengal,566404,8771764,1939.9,81839713.96,152929.08,16.96777778,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Khesari,2013,Rabi       ,West Bengal,30728,38132,1939.9,4439888.72,8296.56,1.117333333,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
Linseed,2013,Rabi       ,West Bengal,4315,1554,1939.9,623474.35,1165.05,0.367692308,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764,12.5,246.3,1152,353.2
